gene	Median	class	Mean	stdev	Predicted_0.4
AT5G04140	0.231180394	GM	0.240234596	0.079454819	GM
AT3G03650	0.190050482	GM	0.248042416	0.166739575	GM
ATCG00150	0.244496663	GM	0.25849555	0.135967699	GM
AT3G20040	0.165373209	GM	0.185420403	0.075573904	GM
AT3G61530	0.122260604	GM	0.12652874	0.042699449	GM
AT1G14610	0.082372338	GM	0.083701305	0.03347504	GM
ATMG00070	0.252239592	GM	0.271705846	0.141423489	GM
AT4G34870	0.337502582	GM	0.352194963	0.118824704	GM
AT1G24360	0.345471092	GM	0.352231516	0.139069978	GM
AT3G16170	0.394498293	GM	0.390319985	0.129420859	GM
AT1G71697	0.378807634	GM	0.378750691	0.08014231	GM
AT1G16350	0.143257813	GM	0.152629789	0.058964409	GM
AT1G74030	0.209685627	GM	0.228768785	0.069815656	GM
AT4G31810	0.125966559	GM	0.132216182	0.041692992	GM
AT3G23920	0.289362695	GM	0.290524537	0.07366339	GM
AT4G26870	0.037605922	GM	0.039833198	0.017221261	GM
AT4G02280	0.395730908	GM	0.392730291	0.104906432	GM
AT3G57560	0.145738907	GM	0.149263333	0.048122508	GM
AT5G25370	0.325490364	GM	0.324923863	0.075623361	GM
AT1G06570	0.128650334	GM	0.137193634	0.056248451	GM
AT4G38240	0.101674458	GM	0.105890804	0.038327829	GM
AT1G12640	0.237181854	GM	0.239227151	0.080649246	GM
AT3G57050	0.141494493	GM	0.145035659	0.050289545	GM
AT5G11320	0.258629419	GM	0.269788787	0.077716546	GM
AT3G55610	0.15483449	GM	0.205749247	0.147934226	GM
AT5G56730	0.102014478	GM	0.109748424	0.045048111	GM
AT3G52930	0.122365051	GM	0.134174087	0.049917878	GM
AT1G08130	0.090484952	GM	0.094651867	0.038990833	GM
AT2G32010	0.089295175	GM	0.095598968	0.037134719	GM
AT4G10320	0.287108465	GM	0.310864064	0.143006241	GM
AT3G58730	0.084167535	GM	0.094761958	0.040754143	GM
AT3G03050	0.366070618	GM	0.364208589	0.125012141	GM
AT3G58830	0.084294723	GM	0.091041763	0.036946019	GM
AT1G68560	0.219424225	GM	0.232150463	0.087014043	GM
AT5G20850	0.130107918	GM	0.133704986	0.0404503	GM
AT3G06350	0.252143905	GM	0.257143854	0.076297136	GM
AT3G54470	0.222058189	GM	0.265769597	0.157803843	GM
AT4G24830	0.134040638	GM	0.137517312	0.055116854	GM
AT1G65440	0.17266324	GM	0.181563262	0.050185168	GM
AT2G20360	0.156838166	GM	0.158394876	0.054768344	GM
AT1G68540	0.381257344	GM	0.39085688	0.118568532	GM
AT1G13560	0.216082511	GM	0.211840078	0.056291568	GM
AT2G44530	0.083976464	GM	0.091238705	0.045732148	GM
AT5G08530	0.065574981	GM	0.072960084	0.034817653	GM
AT3G04520	0.161131519	GM	0.173070792	0.057538189	GM
AT5G34850	0.285996414	GM	0.297947958	0.108745546	GM
AT3G25140	0.260031174	GM	0.275969834	0.11602145	GM
AT2G26250	0.316669595	GM	0.336556031	0.113218624	GM
AT1G70760	0.302294956	GM	0.309836483	0.077510152	GM
AT1G13250	0.1100871	GM	0.11861914	0.051502381	GM
AT2G45270	0.05247379	GM	0.056082851	0.023971084	GM
AT4G09020	0.246483316	GM	0.254883153	0.085838915	GM
AT3G55440	0.060206674	GM	0.066113874	0.033989979	GM
AT1G04410	0.109022284	GM	0.113892821	0.048688127	GM
AT3G18190	0.072471051	GM	0.077854634	0.035811208	GM
AT4G33910	0.211401586	GM	0.220270502	0.070100564	GM
AT5G05920	0.038095815	GM	0.04712224	0.029630396	GM
AT1G71010	0.154444507	GM	0.163503685	0.058126995	GM
AT5G35590	0.230960199	GM	0.260388882	0.136637645	GM
AT3G47340	0.352755703	GM	0.36875612	0.082326483	GM
AT5G10870	0.236881365	GM	0.244561629	0.075599949	GM
AT2G01290	0.189485843	GM	0.201857173	0.063210945	GM
AT3G22960	0.204748271	GM	0.210593738	0.070641763	GM
AT2G26800	0.205387352	GM	0.210385605	0.060602686	GM
AT4G34200	0.350072113	GM	0.356769128	0.082835573	GM
AT1G75230	0.23437804	GM	0.232552113	0.069673736	GM
AT5G27470	0.058530727	GM	0.065413594	0.031890655	GM
AT5G57850	0.117458388	GM	0.11927943	0.038294687	GM
AT2G04650	0.122283813	GM	0.129581763	0.047295917	GM
AT2G22230	0.147511984	GM	0.155832003	0.058340766	GM
AT1G25410	0.398081192	GM	0.393203537	0.098434617	GM
AT5G64370	0.202000584	GM	0.211563999	0.067835239	GM
AT3G48190	0.176260286	GM	0.189739117	0.088438695	GM
AT5G53120	0.378412841	GM	0.399901528	0.103588676	GM
AT2G26300	0.170389674	GM	0.184531827	0.072069242	GM
AT3G51800	0.061587712	GM	0.070067892	0.037704825	GM
AT1G23820	0.06647428	GM	0.076830015	0.037014029	GM
AT1G79530	0.252310625	GM	0.264718676	0.115502554	GM
AT2G26670	0.340235701	GM	0.339994591	0.081447017	GM
AT5G10240	0.143173254	GM	0.155953678	0.054787784	GM
AT2G38050	0.162453433	GM	0.167046729	0.050798367	GM
AT2G22480	0.150140603	GM	0.167333243	0.078331739	GM
AT3G22320	0.13425133	GM	0.145818439	0.073815385	GM
AT1G74910	0.268453275	GM	0.278464445	0.079997231	GM
AT1G31220	0.121710078	GM	0.132953713	0.050407411	GM
AT1G62960	0.191978147	GM	0.19268676	0.06767025	GM
AT4G32120	0.239996739	GM	0.257969076	0.119536004	GM
AT5G11670	0.34335171	GM	0.34522331	0.084568976	GM
AT4G14800	0.127217616	GM	0.13812301	0.069737049	GM
AT1G17650	0.299617443	GM	0.307796177	0.099226997	GM
AT4G05210	0.167856126	GM	0.178423073	0.075743486	GM
AT3G06260	0.235547583	GM	0.243258402	0.086554681	GM
AT3G05970	0.208311965	GM	0.211790723	0.062928821	GM
AT4G26300	0.246942563	GM	0.266280241	0.087583802	GM
AT3G18630	0.146526554	GM	0.152719002	0.067235288	GM
AT4G04350	0.056071833	GM	0.060661153	0.028278341	GM
AT1G07910	0.201094622	GM	0.211485694	0.071059809	GM
AT3G09900	0.387879622	GM	0.393039876	0.158154247	GM
AT2G35120	0.180690177	GM	0.183073985	0.054373478	GM
AT5G15530	0.279753583	GM	0.289311483	0.073798436	GM
AT4G16566	0.070645582	GM	0.074779072	0.034382512	GM
AT5G47820	0.058001182	GM	0.065305841	0.030253152	GM
AT2G26230	0.220473696	GM	0.232028641	0.062960775	GM
AT1G08110	0.080818535	GM	0.082950007	0.027514852	GM
AT5G51140	0.079445025	GM	0.089211562	0.045709521	GM
AT5G14060	0.222460362	GM	0.260874769	0.170265448	GM
AT1G67740	0.235660665	GM	0.250871453	0.102176688	GM
AT2G20690	0.024980151	GM	0.027071953	0.013217024	GM
AT1G26190	0.128803558	GM	0.133396309	0.050889422	GM
AT1G74380	0.206503922	GM	0.21046258	0.073107555	GM
AT4G36530	0.359757337	GM	0.369617346	0.087328799	GM
AT1G51420	0.325628637	GM	0.340185168	0.087684165	GM
AT2G13360	0.076947984	GM	0.089331584	0.050582475	GM
AT5G26780	0.22312273	GM	0.23091096	0.060578694	GM
AT1G01800	0.143971776	GM	0.14759421	0.057974842	GM
AT1G79210	0.082739488	GM	0.096987302	0.056699142	GM
AT4G20960	0.038767328	GM	0.043630657	0.025003395	GM
AT1G11720	0.191855843	GM	0.204970499	0.064299589	GM
AT1G08490	0.175379272	GM	0.18921475	0.063915661	GM
AT4G36890	0.187083342	GM	0.19245699	0.068094703	GM
AT2G26260	0.31944992	GM	0.324001018	0.073765156	GM
AT1G18270	0.281876315	GM	0.287989854	0.074577821	GM
AT1G55090	0.115415223	GM	0.121439811	0.052642219	GM
AT5G51290	0.235191331	GM	0.24044107	0.075459032	GM
AT2G37210	0.269488765	GM	0.267148799	0.07522414	GM
AT5G24300	0.154164156	GM	0.166400296	0.059518085	GM
AT1G27680	0.060683385	GM	0.066666218	0.024462705	GM
AT2G35650	0.336815738	GM	0.34718805	0.124791557	GM
AT1G14830	0.134415779	GM	0.139103447	0.053937798	GM
AT4G21220	0.273484734	GM	0.316941121	0.167059866	GM
AT2G42600	0.200072372	GM	0.205520666	0.062853511	GM
AT5G46290	0.136942353	GM	0.14720935	0.059891431	GM
AT5G14180	0.284057941	GM	0.278175992	0.078610222	GM
AT3G27240	0.082621196	GM	0.087694888	0.038680447	GM
AT3G25530	0.1325224	GM	0.140013547	0.056259064	GM
AT1G68020	0.176404432	GM	0.187162127	0.06375047	GM
AT3G10840	0.147204125	GM	0.161046928	0.060664737	GM
AT3G20440	0.127586929	GM	0.131801307	0.054782656	GM
AT1G63640	0.36511697	GM	0.377222267	0.10137938	GM
AT5G52840	0.028266877	GM	0.032776153	0.020850293	GM
AT5G53340	0.217850501	GM	0.231055264	0.115220851	GM
AT4G11570	0.277884025	GM	0.292058412	0.102602185	GM
AT3G59990	0.052487395	GM	0.056794016	0.030293644	GM
AT1G20575	0.143979733	GM	0.151795949	0.052591741	GM
AT5G36880	0.107645784	GM	0.113174373	0.047812391	GM
AT1G70290	0.391062267	GM	0.380476125	0.10531937	GM
AT2G45150	0.09764598	GM	0.109111133	0.045337798	GM
AT3G02570	0.197794707	GM	0.207214933	0.066056427	GM
AT1G51260	0.188501244	GM	0.199640352	0.071813542	GM
AT2G39290	0.073989766	GM	0.081342077	0.04503839	GM
AT3G18030	0.040698323	GM	0.045299799	0.021321624	GM
AT1G79750	0.133630835	GM	0.138361304	0.059825846	GM
AT3G22460	0.15357531	GM	0.159876816	0.057075222	GM
AT2G36850	0.245186816	GM	0.275066862	0.1128604	GM
AT3G16480	0.174355711	GM	0.180358757	0.06130103	GM
AT2G43360	0.120627575	GM	0.123168023	0.044757096	GM
AT3G46100	0.165254029	GM	0.177134362	0.062371243	GM
AT2G22530	0.084483405	GM	0.096859893	0.04286745	GM
AT1G68000	0.158761552	GM	0.166427106	0.06158194	GM
AT4G33240	0.196977845	GM	0.20936301	0.063990917	GM
AT4G29680	0.146314467	GM	0.152632094	0.048228055	GM
AT1G50360	0.249440768	GM	0.272314645	0.137735614	GM
AT5G04040	0.163361071	GM	0.173231933	0.062787064	GM
AT3G24090	0.21366665	GM	0.224369928	0.0644506	GM
AT2G38400	0.253074787	GM	0.258612268	0.076307794	GM
AT2G37500	0.054592537	GM	0.060337875	0.032408483	GM
AT4G35090	0.364329763	GM	0.373334506	0.08117482	GM
AT5G15860	0.363192178	GM	0.372521163	0.0828963	GM
AT3G62110	0.305810386	GM	0.315914436	0.097511914	GM
AT1G65930	0.153368403	GM	0.158771002	0.055749291	GM
AT2G04700	0.215913322	GM	0.228523308	0.079106845	GM
AT4G35630	0.340139101	GM	0.350463103	0.08673689	GM
AT5G40280	0.114985293	GM	0.122886145	0.053806298	GM
AT2G39140	0.208710646	GM	0.2112883	0.083637751	GM
AT1G01610	0.281748311	GM	0.280914283	0.071848749	GM
AT1G23310	0.087592733	GM	0.102569395	0.054782906	GM
AT1G74210	0.106681368	GM	0.114919069	0.050231597	GM
AT4G22756	0.161935961	GM	0.173669965	0.063548764	GM
AT1G69830	0.19206317	GM	0.200269831	0.058285567	GM
AT3G57150	0.085942065	GM	0.086972101	0.027092844	GM
AT5G09420	0.219941161	GM	0.223675169	0.061146643	GM
AT3G52990	0.110398596	GM	0.147672629	0.111614524	GM
AT1G06680	0.150437699	GM	0.156510885	0.077128922	GM
AT3G15730	0.156492703	GM	0.158980383	0.057794348	GM
AT1G74260	0.102248741	GM	0.110588599	0.041759114	GM
AT3G11945	0.227187881	GM	0.252657349	0.11910622	GM
AT1G45201	0.301523868	GM	0.33163002	0.175075194	GM
AT2G05710	0.343887601	GM	0.34639629	0.0801146	GM
AT3G10620	0.19368523	GM	0.205585234	0.078049834	GM
AT3G01500	0.290249316	GM	0.305694578	0.09087231	GM
AT2G20270	0.372056272	GM	0.393226565	0.142918726	GM
AT3G02020	0.190498669	GM	0.226601071	0.12973142	GM
AT5G23670	0.13084215	GM	0.141206284	0.058458186	GM
AT5G13280	0.188158172	GM	0.215842203	0.103052642	GM
AT2G16510	0.15485979	GM	0.16361392	0.06277572	GM
AT3G10940	0.113718968	GM	0.1210125	0.046430787	GM
AT1G06515	0.271720561	GM	0.303742816	0.157085253	GM
AT5G20040	0.062636872	GM	0.069868747	0.0394647	GM
AT5G51100	0.160133198	GM	0.168246053	0.061969969	GM
AT3G02090	0.107018916	GM	0.1139574	0.047455607	GM
AT2G41220	0.156812304	GM	0.164037129	0.053986984	GM
AT1G15110	0.24630674	GM	0.255666233	0.080148241	GM
AT4G27180	0.290579481	GM	0.308137881	0.10415082	GM
AT3G09810	0.225472279	GM	0.248925991	0.109526106	GM
AT4G16700	0.155432446	GM	0.167884823	0.066742054	GM
AT5G43330	0.255720587	GM	0.246576227	0.058732848	GM
AT5G58240	0.054218394	GM	0.062101087	0.040653915	GM
AT3G60190	0.278347421	GM	0.283295398	0.04966814	GM
AT4G33670	0.203208561	GM	0.210843329	0.075934997	GM
AT2G33040	0.122975961	GM	0.136273881	0.058318781	GM
AT2G47240	0.15251136	GM	0.164232497	0.053159567	GM
AT3G58180	0.049582931	GM	0.056379329	0.035110578	GM
AT1G16340	0.144783279	GM	0.152575877	0.044967766	GM
AT4G33680	0.125573013	GM	0.143032244	0.058587138	GM
AT3G42050	0.065130435	GM	0.071530973	0.038721815	GM
AT5G20320	0.161970228	GM	0.180102832	0.067922166	GM
AT1G68750	0.153142534	GM	0.162488778	0.053977585	GM
AT3G63480	0.389701486	GM	0.38263621	0.105607564	GM
AT3G45040	0.330561627	GM	0.336296052	0.074776445	GM
AT1G60550	0.099362483	GM	0.106169303	0.039233935	GM
AT4G25340	0.319027535	GM	0.336270959	0.118466208	GM
AT4G23660	0.139903823	GM	0.150540148	0.056345976	GM
AT1G78050	0.345514966	GM	0.355785178	0.0977621	GM
AT1G53240	0.193062672	GM	0.196876439	0.063683888	GM
AT1G50480	0.341599257	GM	0.383928169	0.175967328	GM
AT1G73680	0.216838635	GM	0.220356763	0.063497352	GM
AT1G69640	0.179711313	GM	0.191417214	0.061283112	GM
AT3G60620	0.095211718	GM	0.10172468	0.038973393	GM
AT5G13050	0.142878625	GM	0.150852349	0.053350176	GM
AT2G44810	0.332954152	GM	0.34256798	0.108426658	GM
AT1G70490	0.214692503	GM	0.245063038	0.129751038	GM
AT1G71100	0.370691543	GM	0.377032699	0.081299645	GM
AT1G20010	0.254268264	GM	0.266504052	0.092962313	GM
AT1G79470	0.127792318	GM	0.134773708	0.04240328	GM
AT1G67070	0.245193944	GM	0.256628357	0.078847451	GM
AT5G03080	0.114793734	GM	0.129076893	0.050675314	GM
AT2G43090	0.321395483	GM	0.327490578	0.120678539	GM
AT2G27450	0.28615723	GM	0.2852898	0.078953692	GM
AT5G24090	0.311071763	GM	0.330098283	0.094110245	GM
AT2G31490	0.053566757	GM	0.06001299	0.030252725	GM
AT3G10920	0.053529191	GM	0.062834114	0.030635764	GM
AT2G47690	0.246458107	GM	0.254347776	0.073612565	GM
AT1G03030	0.128874726	GM	0.134968313	0.055129263	GM
AT4G19710	0.168127914	GM	0.173244528	0.05500031	GM
AT2G35370	0.142047785	GM	0.156862443	0.065581147	GM
AT3G28860	0.386536006	GM	0.38469586	0.101530985	GM
AT3G57140	0.174368259	GM	0.181534293	0.062499697	GM
AT3G47450	0.07386023	GM	0.082656299	0.041051498	GM
AT3G02610	0.28068787	GM	0.319125958	0.17291958	GM
AT4G00400	0.265140525	GM	0.287951136	0.099601178	GM
AT1G44446	0.223643685	GM	0.229352875	0.082475005	GM
AT2G36530	0.067038995	GM	0.071583587	0.039394395	GM
AT3G14270	0.135210275	GM	0.136805612	0.050179618	GM
AT5G22300	0.323082517	GM	0.328944232	0.084035098	GM
AT3G01480	0.218659277	GM	0.229597878	0.096716891	GM
AT1G48520	0.149563859	GM	0.161620025	0.078080813	GM
AT4G29220	0.23978952	GM	0.250433636	0.079598577	GM
AT3G10850	0.103916389	GM	0.113483129	0.044812681	GM
AT5G05580	0.24175306	GM	0.275496777	0.176864762	GM
AT5G52520	0.089089063	GM	0.090354004	0.032253957	GM
AT5G56640	0.361044684	GM	0.372499854	0.095247093	GM
AT1G48140	0.173680124	GM	0.183704879	0.066917926	GM
AT5G51690	0.221831039	GM	0.233536604	0.077861984	GM
AT4G37840	0.192484316	GM	0.208592095	0.088620969	GM
AT3G11750	0.257540138	GM	0.270893078	0.093582784	GM
AT2G04560	0.166649269	GM	0.180381246	0.07626923	GM
AT1G66680	0.108480985	GM	0.116218567	0.049408674	GM
AT3G22400	0.128076275	GM	0.143414752	0.05516045	GM
AT1G05350	0.158033308	GM	0.165809205	0.067582829	GM
AT3G18680	0.126868411	GM	0.131267566	0.049151086	GM
AT1G27440	0.260083974	GM	0.271465286	0.094491316	GM
AT1G01050	0.110455211	GM	0.112234217	0.043514475	GM
AT2G28800	0.101044817	GM	0.10803499	0.04041235	GM
AT5G45940	0.1903233	GM	0.198931552	0.079041434	GM
AT4G22720	0.121054001	GM	0.120121046	0.042702691	GM
AT1G74960	0.088834601	GM	0.093698214	0.034219741	GM
AT5G49720	0.252575121	GM	0.259184157	0.085554278	GM
AT1G63660	0.078909936	GM	0.085329244	0.043453356	GM
AT1G32930	0.355665902	GM	0.362469234	0.101369052	GM
AT4G09520	0.101490574	GM	0.116994247	0.050164476	GM
AT3G48330	0.165179755	GM	0.216326846	0.140777856	GM
AT1G06550	0.155920202	GM	0.160310482	0.055071665	GM
AT2G05840	0.31988501	GM	0.335298474	0.12017897	GM
AT2G27020	0.079028103	GM	0.094778112	0.059543222	GM
ATCG00430	0.241446105	GM	0.26765313	0.130021647	GM
AT1G28110	0.335494636	GM	0.349122854	0.136050432	GM
AT3G63400	0.261029532	GM	0.285805609	0.119444951	GM
AT2G38280	0.053471042	GM	0.05706607	0.027530866	GM
AT4G22260	0.373995309	GM	0.369954552	0.083961339	GM
AT1G65520	0.292586837	GM	0.291804298	0.07352656	GM
AT4G39210	0.37372174	GM	0.387314754	0.113369967	GM
AT5G11770	0.140084433	GM	0.148579822	0.057370804	GM
AT1G78690	0.094015329	GM	0.103387407	0.049073513	GM
AT3G13682	0.275139525	GM	0.283063251	0.063786332	GM
AT4G18440	0.334739595	GM	0.354240096	0.152661356	GM
AT5G23630	0.306926078	GM	0.326757512	0.094201505	GM
AT4G23500	0.298106212	GM	0.338002458	0.174013548	GM
AT1G79550	0.184916079	GM	0.195525466	0.05580395	GM
AT2G36580	0.341880578	GM	0.358932406	0.123183046	GM
AT3G59890	0.146171347	GM	0.198962276	0.157453305	GM
AT5G66140	0.230014247	GM	0.235581986	0.078347323	GM
AT5G63570	0.051035359	GM	0.055654918	0.024932435	GM
AT4G35260	0.085474122	GM	0.097642543	0.044949567	GM
AT5G63510	0.147042583	GM	0.155229422	0.076536624	GM
AT5G37850	0.201756664	GM	0.217859422	0.094354863	GM
AT2G22190	0.355759066	GM	0.363707556	0.101514416	GM
AT1G73250	0.069006692	GM	0.073036003	0.02932179	GM
AT1G43670	0.170652021	GM	0.180127987	0.067262775	GM
AT1G50200	0.032592298	GM	0.03256547	0.014270033	GM
AT3G57080	0.147740743	GM	0.152063401	0.050415331	GM
AT5G43280	0.265048396	GM	0.268869933	0.075590216	GM
AT3G56940	0.148302792	GM	0.170768555	0.092575169	GM
AT4G26270	0.282798448	GM	0.284691776	0.078777087	GM
AT2G02970	0.359521199	GM	0.364276042	0.094310734	GM
AT2G44180	0.222878996	GM	0.227185044	0.065889264	GM
AT4G26770	0.23521025	GM	0.239480566	0.075727769	GM
AT1G32900	0.315400369	GM	0.321836474	0.110460418	GM
AT4G39770	0.346229416	GM	0.364255643	0.098640762	GM
AT2G41460	0.091665863	GM	0.102980941	0.04383846	GM
AT2G45280	0.081009443	GM	0.087767187	0.032611715	GM
AT2G01460	0.265221094	GM	0.263841345	0.061442333	GM
AT2G41700	0.289577749	GM	0.303029875	0.096767336	GM
AT4G34840	0.136014746	GM	0.144491636	0.053173495	GM
AT1G10760	0.232482053	GM	0.23962637	0.07118808	GM
AT2G32720	0.149097562	GM	0.150873069	0.055447583	GM
AT5G47650	0.149420528	GM	0.159045015	0.059188944	GM
AT4G36480	0.067834088	GM	0.074577277	0.034621045	GM
AT5G19550	0.34498944	GM	0.348206267	0.087859515	GM
AT5G20840	0.14917002	GM	0.156035091	0.050729614	GM
AT4G32180	0.122769087	GM	0.13226995	0.050775747	GM
AT5G46180	0.266928928	GM	0.280213967	0.080680137	GM
AT4G03280	0.185449521	GM	0.198490041	0.081795005	GM
AT5G60540	0.082017455	GM	0.089394266	0.0329949	GM
AT5G57280	0.138727574	GM	0.143889653	0.045456022	GM
AT1G67280	0.062441657	GM	0.067865977	0.029486305	GM
AT3G10870	0.26432278	GM	0.281534136	0.1297148	GM
AT4G18780	0.266827598	GM	0.283624927	0.095722313	GM
AT5G61730	0.312836152	GM	0.342736661	0.171489849	GM
ATCG01100	0.230236485	GM	0.265656923	0.141717029	GM
AT2G47760	0.146623668	GM	0.152821681	0.055451148	GM
AT1G70560	0.188940029	GM	0.197651613	0.064901097	GM
AT4G17510	0.058174081	GM	0.068822886	0.036807957	GM
AT3G51260	0.151041135	GM	0.157425028	0.069232878	GM
AT1G10700	0.293945199	GM	0.30751805	0.092693058	GM
AT3G07630	0.195074567	GM	0.213310366	0.074632848	GM
AT3G15690	0.150371619	GM	0.157518589	0.057013553	GM
AT5G14590	0.232197073	GM	0.231578469	0.063721697	GM
AT3G48680	0.298516667	GM	0.306060262	0.093478802	GM
AT1G43710	0.079233025	GM	0.086814507	0.039112301	GM
AT1G64670	0.228628229	GM	0.242379972	0.0703271	GM
AT4G29840	0.197725004	GM	0.211811877	0.064938264	GM
AT4G03205	0.236468695	GM	0.246696208	0.060990024	GM
AT5G23250	0.081538424	GM	0.089625161	0.043350421	GM
AT3G44720	0.345358854	GM	0.351377162	0.072763428	GM
AT5G48840	0.07632203	GM	0.079895948	0.032961994	GM
AT3G56070	0.258233822	GM	0.281340316	0.120103984	GM
AT5G63890	0.047359249	GM	0.053242577	0.037950732	GM
AT1G09130	0.270963795	GM	0.274035796	0.085018589	GM
AT1G62430	0.235236959	GM	0.237062136	0.067457745	GM
AT1G15700	0.234654799	GM	0.250330512	0.08947609	GM
AT2G27600	0.374258317	GM	0.381545457	0.105428718	GM
AT5G22510	0.264343854	GM	0.278202255	0.083750373	GM
AT5G05690	0.352512075	GM	0.349671599	0.114929183	GM
AT5G61760	0.09542352	GM	0.104314092	0.054655804	GM
AT5G16230	0.313116039	GM	0.309885538	0.10282115	GM
AT3G54090	0.192422368	GM	0.207292022	0.078787087	GM
AT5G42790	0.108280122	GM	0.12392856	0.063915788	GM
AT1G80740	0.280671144	GM	0.289757218	0.080493292	GM
AT1G30520	0.266618732	GM	0.282656463	0.114775641	GM
AT4G00490	0.09075224	GM	0.104216383	0.045060151	GM
AT5G40870	0.094729252	GM	0.101365444	0.047471053	GM
AT4G24810	0.310137111	GM	0.322651789	0.136820117	GM
AT2G45440	0.118696149	GM	0.119950468	0.049156324	GM
AT3G55650	0.242131299	GM	0.278697844	0.12374357	GM
AT1G03160	0.074447649	GM	0.081607447	0.033671876	GM
AT2G31360	0.206529988	GM	0.221652439	0.067684156	GM
AT2G39480	0.332158096	GM	0.341903248	0.091914548	GM
AT2G17630	0.088710995	GM	0.097268582	0.051530275	GM
AT1G09795	0.135649672	GM	0.147032768	0.051221674	GM
AT5G51110	0.149039812	GM	0.167451407	0.079735165	GM
AT2G27490	0.15349641	GM	0.162948005	0.064220588	GM
AT2G38650	0.331124245	GM	0.337739658	0.116112207	GM
AT5G14930	0.362862581	GM	0.358377848	0.080757252	GM
AT3G26380	0.174070038	GM	0.18024032	0.053260064	GM
AT1G23190	0.238403431	GM	0.236082775	0.07256218	GM
AT1G16470	0.245465239	GM	0.266509812	0.082603046	GM
AT1G08990	0.270261936	GM	0.283231719	0.08456315	GM
AT5G20080	0.19888269	GM	0.204470006	0.072411549	GM
AT5G14760	0.301556756	GM	0.309342399	0.07223482	GM
AT5G64860	0.134891418	GM	0.14270003	0.049665596	GM
AT5G47810	0.290573846	GM	0.301470893	0.073773131	GM
AT4G20850	0.162146868	GM	0.164969916	0.056776481	GM
AT2G39800	0.306205352	GM	0.309997264	0.113693039	GM
AT2G27860	0.293611244	GM	0.319043972	0.134564176	GM
AT1G36280	0.290608591	GM	0.315108185	0.151646354	GM
AT5G57450	0.244685429	GM	0.248879957	0.087421271	GM
AT1G17290	0.319003651	GM	0.331947221	0.128877925	GM
AT3G09560	0.157224955	GM	0.16451392	0.060781072	GM
AT4G13610	0.275702462	GM	0.291837376	0.085062318	GM
AT2G01350	0.11658275	GM	0.122476953	0.042888488	GM
AT3G57610	0.135795583	GM	0.150119532	0.069616723	GM
AT1G60490	0.103041712	GM	0.110132605	0.049921144	GM
AT3G10700	0.035595473	GM	0.03870241	0.015762422	GM
AT2G39550	0.146201125	GM	0.145178997	0.055405136	GM
AT5G15380	0.18714578	GM	0.197057793	0.062708764	GM
AT5G39890	0.379826845	GM	0.378817533	0.087925298	GM
AT1G79500	0.173848417	GM	0.183096171	0.061983701	GM
AT2G19880	0.267732305	GM	0.269417531	0.070106325	GM
AT5G51940	0.06007188	GM	0.06778554	0.033090145	GM
AT2G28560	0.228515668	GM	0.234262294	0.077764108	GM
AT3G26780	0.185917651	GM	0.215849933	0.118114609	GM
AT2G35100	0.248259412	GM	0.263728959	0.130938895	GM
AT1G51440	0.316835899	GM	0.30962309	0.097160519	GM
AT2G35390	0.364321331	GM	0.386470513	0.142865747	GM
AT2G30970	0.105365424	GM	0.110078449	0.044466456	GM
AT4G05400	0.1345778	GM	0.145451246	0.054532773	GM
