gene	Median	class	Mean	stdev	Predicted_0.4
AT3G55290	0.752258526	GM	0.702612771	0.186227168	SM
AT5G18660	0.432828487	GM	0.428612836	0.081747438	SM
AT4G23430	0.596465797	GM	0.583574804	0.156030823	SM
AT1G07440	0.751168277	GM	0.741462841	0.090132013	SM
AT2G33160	0.707738217	GM	0.70633183	0.106167808	SM
AT3G57550	0.449249115	GM	0.444827653	0.078691124	SM
AT4G26520	0.565030996	GM	0.546204992	0.126129053	SM
AT1G65450	0.572876321	GM	0.570679029	0.124832567	SM
AT4G36380	0.428965152	GM	0.434608283	0.136730056	SM
AT2G38110	0.539698275	GM	0.534691895	0.092461195	SM
AT3G50990	0.900256793	GM	0.890691474	0.064355486	SM
AT3G15720	0.614341642	GM	0.619419894	0.116074789	SM
AT2G46740	0.536199414	GM	0.541220275	0.135509787	SM
AT1G15000	0.410359436	GM	0.412983569	0.132445889	SM
AT3G10410	0.431617067	GM	0.435879021	0.120642284	SM
AT1G28130	0.623445759	GM	0.627328896	0.09799008	SM
AT5G55590	0.693356758	GM	0.698297729	0.108853534	SM
AT4G35650	0.393634207	GM	0.401820648	0.115447713	SM
AT2G37540	0.737059408	GM	0.736624604	0.098474991	SM
AT1G58300	0.391052771	GM	0.400824798	0.083048214	SM
AT2G23560	0.790591911	GM	0.777480517	0.106348567	SM
AT2G46720	0.504552027	GM	0.51467608	0.184773606	SM
AT2G46750	0.536947244	GM	0.532568019	0.127652939	SM
AT4G30190	0.483352501	GM	0.482863977	0.096759478	SM
AT4G34250	0.698194606	GM	0.677333986	0.105947189	SM
AT1G10310	0.404036633	GM	0.410692281	0.124950787	SM
AT2G28620	0.487620197	GM	0.490825428	0.090735839	SM
AT3G08900	0.399021168	GM	0.400024578	0.097080418	SM
AT1G11600	0.641797529	GM	0.643342084	0.098744717	SM
AT1G64950	0.897036291	GM	0.867091891	0.110314567	SM
AT3G23820	0.518272389	GM	0.533069273	0.115223311	SM
AT1G68280	0.909205255	GM	0.887669015	0.088324516	SM
AT1G05260	0.879643526	GM	0.866234985	0.064830053	SM
AT1G24470	0.745701915	GM	0.74081569	0.101381109	SM
AT1G06080	0.746997912	GM	0.735533752	0.081773584	SM
AT1G61680	0.661984965	GM	0.664127535	0.106467542	SM
AT1G74070	0.549722417	GM	0.557827927	0.119580516	SM
AT3G17790	0.528412384	GM	0.529670103	0.099802777	SM
AT3G57010	0.845265819	GM	0.84356651	0.06443703	SM
AT4G27030	0.466924095	GM	0.463507626	0.080348541	SM
AT1G25210	0.888557761	GM	0.863201796	0.105430453	SM
AT5G54190	0.645920321	GM	0.638330869	0.102947843	SM
AT2G33100	0.621399656	GM	0.622579296	0.116090846	SM
AT3G20420	0.435381794	GM	0.431898816	0.097673526	SM
AT4G12910	0.707084281	GM	0.7066844	0.095841045	SM
AT5G07010	0.860936234	GM	0.852771224	0.073895456	SM
AT5G21100	0.737775426	GM	0.732778413	0.090341371	SM
AT1G07780	0.665478029	GM	0.643341927	0.133066825	SM
AT2G39020	0.428075963	GM	0.433034754	0.137910176	SM
AT2G19800	0.568587539	GM	0.575465951	0.08213084	SM
AT5G20010	0.650309473	GM	0.649246623	0.154402963	SM
AT3G45770	0.468779304	GM	0.488714748	0.1255823	SM
AT3G26610	0.644399239	GM	0.64814655	0.119651851	SM
AT1G20620	0.420092507	GM	0.414839631	0.114614994	SM
AT4G37070	0.609321355	GM	0.597198668	0.179016821	SM
AT3G10560	0.79755273	GM	0.783081138	0.096103605	SM
AT5G58270	0.518653866	GM	0.521971709	0.121683803	SM
AT5G20400	0.938658596	GM	0.929282821	0.049525234	SM
AT1G73010	0.58092759	GM	0.582716619	0.093482031	SM
AT1G77120	0.492069761	GM	0.485665137	0.103782362	SM
AT3G48990	0.466078795	GM	0.477197634	0.122829089	SM
AT2G18950	0.396043879	GM	0.400424391	0.08345588	SM
AT5G45970	0.54941224	GM	0.540705611	0.124659152	SM
AT4G15210	0.540083044	GM	0.54136305	0.078380723	SM
AT5G28540	0.437502209	GM	0.430833791	0.16436398	SM
AT1G32960	0.686084754	GM	0.674213825	0.123889393	SM
AT2G29550	0.416228845	GM	0.421233678	0.116913971	SM
AT3G11340	0.920385564	GM	0.915035484	0.051735151	SM
AT3G02000	0.498823803	GM	0.496036297	0.133918656	SM
AT4G32770	0.419370415	GM	0.431020809	0.097222348	SM
AT1G78440	0.866283291	GM	0.866820565	0.063952645	SM
AT2G07707	0.494274991	GM	0.510554205	0.194775883	SM
AT3G14310	0.657368673	GM	0.652803374	0.099309747	SM
AT1G66120	0.768322249	GM	0.755053352	0.092839535	SM
AT1G06520	0.441505901	GM	0.444055914	0.073704426	SM
AT5G36150	0.547724363	GM	0.550375733	0.107989753	SM
AT4G37060	0.821637473	GM	0.793022702	0.118167931	SM
AT4G01750	0.435011413	GM	0.450792695	0.176880727	SM
AT1G22400	0.96128844	GM	0.947696142	0.046019766	SM
AT5G04950	0.545781652	GM	0.553731061	0.087475402	SM
AT3G09440	0.607041487	GM	0.58611251	0.11659118	SM
AT4G26555	0.415802452	GM	0.425254784	0.126841755	SM
AT2G23610	0.800153271	GM	0.78338615	0.091459111	SM
AT3G55630	0.434996023	GM	0.446903633	0.099154858	SM
AT3G63010	0.825982806	GM	0.821984406	0.074270055	SM
AT1G13060	0.387804229	GM	0.403932645	0.167254077	SM
AT1G02730	0.597212606	GM	0.603976725	0.107974762	SM
AT5G44790	0.389843412	GM	0.402651103	0.097976687	SM
AT5G51810	0.796653108	GM	0.787195818	0.10446183	SM
AT4G16660	0.518826873	GM	0.508320432	0.107314738	SM
AT4G07960	0.39302438	GM	0.413516127	0.10882172	SM
AT1G55020	0.419684882	GM	0.417838286	0.08452276	SM
AT5G03260	0.673112398	GM	0.670538249	0.115186305	SM
AT3G54640	0.48043769	GM	0.480377171	0.072693032	SM
AT1G20560	0.412533635	GM	0.408756127	0.120494112	SM
AT4G25700	0.406098855	GM	0.406543346	0.111121628	SM
AT4G21650	0.695487309	GM	0.680085633	0.127725378	SM
AT5G14070	0.446937816	GM	0.459476226	0.137811401	SM
AT1G47990	0.871411969	GM	0.860898421	0.078540734	SM
AT5G15120	0.429950057	GM	0.433462006	0.096205463	SM
AT4G21323	0.674715106	GM	0.676999329	0.122540171	SM
AT2G41850	0.705321441	GM	0.692991665	0.124586981	SM
AT4G21534	0.808443136	GM	0.741964396	0.200349653	SM
AT5G28030	0.631308115	GM	0.612773022	0.115177743	SM
AT2G37760	0.724504167	GM	0.718881635	0.088747772	SM
AT1G31180	0.399665342	GM	0.425574245	0.164894512	SM
AT4G25900	0.527260309	GM	0.523292659	0.085632777	SM
AT3G02910	0.403295056	GM	0.412852451	0.080215866	SM
AT4G10960	0.445456762	GM	0.457052586	0.120302247	SM
AT1G53940	0.925432775	GM	0.910256263	0.06030399	SM
AT5G05880	0.972838717	GM	0.962640139	0.030192188	SM
AT3G12580	0.697731734	GM	0.682828974	0.11268829	SM
AT4G13890	0.857538348	GM	0.833204101	0.104934529	SM
AT1G59870	0.711641887	GM	0.706075181	0.098899695	SM
AT1G01900	0.64276845	GM	0.641797895	0.107391472	SM
AT1G15550	0.655659917	GM	0.657475131	0.109411286	SM
AT4G08900	0.778519172	GM	0.759182152	0.131176614	SM
AT2G07698	0.519950047	GM	0.490918233	0.201225202	SM
AT1G05010	0.823921171	GM	0.827251751	0.07784541	SM
AT5G65140	0.464376391	GM	0.479860673	0.116572459	SM
AT1G17745	0.472415468	GM	0.479705389	0.101072779	SM
AT1G19300	0.458853847	GM	0.461813607	0.093083475	SM
AT3G45130	0.496305782	GM	0.514524798	0.120897412	SM
AT1G08830	0.557912195	GM	0.547993931	0.092384808	SM
AT3G10570	0.672782241	GM	0.665905075	0.097497925	SM
AT4G14330	0.561292651	GM	0.56620669	0.124285341	SM
AT3G12800	0.471014792	GM	0.479624654	0.131771892	SM
AT5G23210	0.446020453	GM	0.449269705	0.111944241	SM
AT4G12250	0.429404794	GM	0.448092866	0.12593581	SM
AT1G77370	0.449526737	GM	0.460269978	0.105297984	SM
AT4G30290	0.896035061	GM	0.881466337	0.06339707	SM
AT1G02145	0.438240672	GM	0.442981971	0.168834535	SM
AT3G48780	0.498411661	GM	0.490222652	0.159926581	SM
AT1G58370	0.408278178	GM	0.403937323	0.088260416	SM
AT3G44300	0.79452387	GM	0.738483985	0.184032605	SM
AT1G78660	0.534421556	GM	0.532718809	0.118234341	SM
AT3G03540	0.774553411	GM	0.739901138	0.163175595	SM
AT1G80340	0.85338739	GM	0.835973446	0.092119525	SM
AT5G55250	0.478891282	GM	0.477430516	0.12583656	SM
AT1G68530	0.440444886	GM	0.434852591	0.139278733	SM
AT1G04680	0.716873568	GM	0.716774219	0.093803242	SM
AT2G44750	0.554814211	GM	0.541787299	0.176009219	SM
AT2G26560	0.461410642	GM	0.464032463	0.10225477	SM
AT1G55920	0.457931309	GM	0.46754091	0.096319511	SM
AT3G44310	0.78780152	GM	0.73359853	0.171152795	SM
AT3G16910	0.41362897	GM	0.408697544	0.109866271	SM
AT1G04110	0.573784493	GM	0.581346917	0.107223093	SM
AT4G23920	0.447731764	GM	0.455214194	0.101097271	SM
AT1G80050	0.453447581	GM	0.450543379	0.099793956	SM
AT1G78570	0.424053323	GM	0.429323338	0.113864254	SM
AT1G14520	0.401610251	GM	0.434411533	0.168659869	SM
AT2G23590	0.859096726	GM	0.832005008	0.122254716	SM
AT2G43920	0.745824925	GM	0.72862138	0.135839597	SM
AT2G29350	0.850690099	GM	0.844541571	0.070564557	SM
AT4G31910	0.676103576	GM	0.684240684	0.105848786	SM
AT4G16770	0.772007862	GM	0.77564475	0.072699073	SM
AT3G55310	0.806465294	GM	0.773165567	0.133510393	SM
AT1G57750	0.461904304	GM	0.453089215	0.123290736	SM
AT5G19440	0.521814217	GM	0.52768001	0.094054025	SM
AT3G51420	0.407613136	GM	0.425451305	0.132955074	SM
AT2G21770	0.540965447	GM	0.550150265	0.121901419	SM
AT2G17720	0.464890167	GM	0.471516731	0.090030868	SM
AT1G19570	0.679064367	GM	0.667336934	0.116272559	SM
AT1G68260	0.472304524	GM	0.473199268	0.142988402	SM
AT4G13300	0.41045574	GM	0.421264723	0.162857545	SM
AT4G38190	0.598973257	GM	0.595020394	0.116603417	SM
AT3G07970	0.63736944	GM	0.646520488	0.129879813	SM
AT3G16150	0.418332168	GM	0.425296404	0.096568645	SM
AT5G14670	0.55084851	GM	0.560040815	0.132193869	SM
AT4G00620	0.7347827	GM	0.72275387	0.137916066	SM
AT1G30620	0.6492251	GM	0.639438992	0.097153248	SM
AT5G08680	0.863093261	GM	0.785383168	0.192642706	SM
AT2G43560	0.424394592	GM	0.447855146	0.124332327	SM
AT5G57530	0.777241587	GM	0.767010767	0.115342112	SM
AT1G07720	0.417561144	GM	0.422632174	0.134256698	SM
AT5G50240	0.380564162	GM	0.404923102	0.103347183	SM
AT5G19200	0.616384114	GM	0.605514675	0.124333174	SM
AT1G06490	0.503366224	GM	0.504688998	0.132303906	SM
AT5G48400	0.760118143	GM	0.75476446	0.093368723	SM
AT2G01630	0.601467813	GM	0.599058041	0.114414396	SM
AT5G53390	0.821531076	GM	0.78088487	0.130430582	SM
AT2G23600	0.788926333	GM	0.763752727	0.137639599	SM
AT1G73640	0.61187512	GM	0.605980747	0.129303682	SM
AT1G15520	0.646826826	GM	0.641033076	0.099321772	SM
AT4G13280	0.602000358	GM	0.588744143	0.106020907	SM
AT1G36180	0.475387077	GM	0.485976348	0.1220964	SM
AT3G43920	0.43640835	GM	0.440428924	0.114711142	SM
AT2G33530	0.755485408	GM	0.740921594	0.103206694	SM
AT4G37140	0.756749601	GM	0.734595665	0.142733578	SM
AT3G21090	0.682346777	GM	0.673390087	0.119591192	SM
AT1G51780	0.445457966	GM	0.451604744	0.174512252	SM
AT5G23220	0.48063361	GM	0.499522816	0.111029099	SM
AT4G11830	0.554099637	GM	0.55291516	0.108383597	SM
AT1G55850	0.468748694	GM	0.476483782	0.09452487	SM
AT5G58770	0.547802789	GM	0.549102883	0.114198278	SM
AT4G34510	0.859235247	GM	0.840100668	0.086517961	SM
AT2G28760	0.760116228	GM	0.763223956	0.074572285	SM
AT4G29470	0.793552889	GM	0.778728208	0.120923498	SM
AT3G03530	0.54877643	GM	0.548294657	0.168389352	SM
AT1G25220	0.874132304	GM	0.854374716	0.101688958	SM
AT5G42180	0.783216467	GM	0.778895004	0.087964951	SM
AT3G03310	0.599377389	GM	0.581192052	0.110077532	SM
AT2G26710	0.719445219	GM	0.727809166	0.096764045	SM
AT1G65570	0.778881443	GM	0.778765723	0.092831666	SM
AT5G50600	0.477944167	GM	0.492610482	0.15754412	SM
AT2G34555	0.82424217	GM	0.814042198	0.083945932	SM
AT5G44030	0.41427702	GM	0.417391736	0.088823384	SM
AT4G35420	0.413776442	GM	0.409614323	0.117841224	SM
AT4G34520	0.618835469	GM	0.611328591	0.094381685	SM
AT3G49860	0.6811464	GM	0.67447675	0.119580882	SM
AT3G16140	0.422041509	GM	0.430845613	0.11829528	SM
AT4G30280	0.850078251	GM	0.831918065	0.09206534	SM
AT1G65310	0.744268004	GM	0.742450439	0.106731668	SM
AT3G30775	0.410794453	GM	0.413592196	0.085962417	SM
AT4G13250	0.749169211	GM	0.742314557	0.108721005	SM
AT3G57510	0.707099991	GM	0.688969593	0.117225979	SM
AT4G21270	0.520285404	GM	0.535041394	0.126871427	SM
AT5G13000	0.435945466	GM	0.441170854	0.084245264	SM
AT5G58310	0.407076758	GM	0.413490506	0.118214777	SM
AT2G07785	0.518634384	GM	0.538518934	0.187580586	SM
AT5G20830	0.587152679	GM	0.594971729	0.09314288	SM
AT2G34850	0.721731417	GM	0.71182429	0.101429841	SM
AT1G06290	0.838376825	GM	0.82996164	0.091223163	SM
AT2G39030	0.561665083	GM	0.574535568	0.110710534	SM
AT3G57260	0.958143168	GM	0.946608696	0.040919078	SM
AT5G52570	0.521876784	GM	0.519729524	0.091939679	SM
AT1G03055	0.407306879	GM	0.414969217	0.097237013	SM
AT5G48880	0.495567815	GM	0.493555943	0.085728857	SM
AT5G05200	0.444913945	GM	0.440483084	0.105073672	SM
AT5G59090	0.675113882	GM	0.66283146	0.116448315	SM
AT5G05870	0.911284889	GM	0.884438267	0.084145019	SM
AT2G39850	0.603806556	GM	0.597469656	0.122317083	SM
AT4G16690	0.793923328	GM	0.782343507	0.094179874	SM
AT4G37150	0.886991261	GM	0.869804584	0.070873721	SM
AT3G54920	0.429895166	GM	0.430415021	0.127086945	SM
AT2G30550	0.466817893	GM	0.483765813	0.129039767	SM
AT3G46440	0.477025495	GM	0.47676604	0.09477494	SM
AT5G05860	0.9455439	GM	0.941066374	0.034358761	SM
AT4G30610	0.466297787	GM	0.452809388	0.114175619	SM
AT5G04530	0.817853397	GM	0.808280558	0.094363185	SM
AT1G17060	0.681096286	GM	0.696912823	0.098490082	SM
AT1G48860	0.85228487	GM	0.835423292	0.102623327	SM
AT2G18960	0.438962644	GM	0.442619931	0.11724856	SM
AT1G30040	0.859301088	GM	0.833485729	0.086367478	SM
AT4G21540	0.839326395	GM	0.76266447	0.194067548	SM
AT4G25420	0.80732279	GM	0.793701646	0.100226204	SM
AT4G39890	0.692225008	GM	0.677154135	0.120440674	SM
AT1G79440	0.420299752	GM	0.427858893	0.112594548	SM
AT2G35780	0.418431775	GM	0.413490753	0.09786013	SM
AT4G39640	0.426224616	GM	0.439750927	0.121431421	SM
AT5G39050	0.90294358	GM	0.898791413	0.050324836	SM
AT4G25110	0.468833723	GM	0.468679841	0.077598546	SM
AT5G02270	0.460793964	GM	0.459732108	0.086653897	SM
AT1G64440	0.411004393	GM	0.42885623	0.122040706	SM
AT1G78590	0.423778232	GM	0.443018821	0.167186785	SM
AT4G14440	0.462677921	GM	0.469732631	0.090062611	SM
AT3G14067	0.739625112	GM	0.730053376	0.101328383	SM
AT2G07689	0.546790661	GM	0.54220043	0.184034792	SM
AT4G34890	0.804277917	GM	0.788195183	0.089010364	SM
AT1G35290	0.604781434	GM	0.603430892	0.117850908	SM
AT3G28340	0.459461429	GM	0.457597292	0.101720893	SM
AT1G19670	0.524989898	GM	0.525421339	0.076008259	SM
AT5G08670	0.77183698	GM	0.72115143	0.171347347	SM
AT4G27440	0.413817474	GM	0.411082478	0.100901109	SM
AT4G26740	0.424350121	GM	0.441461363	0.083718835	SM
AT2G28110	0.443649133	GM	0.453288395	0.147741296	SM
ATMG01275	0.458467142	GM	0.457808048	0.153418555	SM
AT4G21630	0.666224563	GM	0.663796581	0.120627122	SM
AT3G15820	0.513853626	GM	0.529924065	0.168135276	SM
AT3G16850	0.663701698	GM	0.670725253	0.11003657	SM
AT1G67730	0.41277423	GM	0.413029086	0.133919522	SM
AT5G21105	0.709519428	GM	0.704413111	0.102244791	SM
AT1G22440	0.655338171	GM	0.648762217	0.104568635	SM
AT4G29460	0.652398489	GM	0.641312307	0.153610847	SM
AT4G01770	0.472802281	GM	0.472233744	0.141291837	SM
AT5G58780	0.626506106	GM	0.622001787	0.116850054	SM
AT5G08690	0.863093261	GM	0.79169871	0.18419243	SM
AT5G59190	0.567215397	GM	0.576015322	0.141198499	SM
AT2G28630	0.671926205	GM	0.669155178	0.100595839	SM
AT4G11850	0.410765959	GM	0.417028718	0.089639584	SM
AT2G45400	0.453144899	GM	0.443815613	0.127644413	SM
AT4G39710	0.395317858	GM	0.404256738	0.111849369	SM
AT1G37130	0.523466145	GM	0.525201695	0.084518676	SM
AT3G21070	0.431454742	GM	0.443411983	0.115945719	SM
AT4G10120	0.397450609	GM	0.402249049	0.088784772	SM
AT3G57240	0.876737264	GM	0.86063998	0.076755834	SM
AT1G20160	0.52670076	GM	0.545767547	0.124055338	SM
AT1G49660	0.861090443	GM	0.848580781	0.073243515	SM
AT4G23900	0.450192521	GM	0.451588631	0.117508415	SM
AT5G36870	0.62075679	GM	0.619518157	0.114644262	SM
AT5G05890	0.944226615	GM	0.933138109	0.046973481	SM
AT5G38970	0.68715611	GM	0.680658822	0.121148958	SM
AT5G23230	0.723117858	GM	0.709228131	0.117535896	SM
AT3G48090	0.453767684	GM	0.46681718	0.098759874	SM
AT5G09730	0.418300692	GM	0.419646102	0.096335445	SM
AT1G50960	0.860782515	GM	0.832192544	0.091503662	SM
AT5G14400	0.720440476	GM	0.714274755	0.113155393	SM
AT5G47200	0.659704627	GM	0.646103801	0.127776552	SM
AT5G09870	0.600145107	GM	0.6126214	0.100806226	SM
AT5G38450	0.800503675	GM	0.789762511	0.094565595	SM
AT4G30440	0.587499905	GM	0.597540195	0.101564125	SM
AT4G15400	0.84993955	GM	0.838029953	0.086495343	SM
AT1G11530	0.760727498	GM	0.748204937	0.103901565	SM
AT5G51460	0.429538774	GM	0.436271755	0.101913122	SM
AT4G11280	0.576307708	GM	0.577691153	0.107466088	SM
AT5G04660	0.932089359	GM	0.922492218	0.044886322	SM
AT1G36160	0.48257319	GM	0.497950841	0.114303314	SM
AT1G76160	0.435290871	GM	0.429874246	0.104250677	SM
AT1G06800	0.491652977	GM	0.488539042	0.109271482	SM
AT3G16370	0.669132667	GM	0.672673106	0.090977679	SM
AT4G15530	0.475111039	GM	0.491220493	0.083841582	SM
AT1G64660	0.452446855	GM	0.454978149	0.094845382	SM
AT5G63980	0.611763644	GM	0.600024256	0.106345078	SM
AT2G38210	0.857713722	GM	0.821308692	0.126379012	SM
AT1G08630	0.425297305	GM	0.418235158	0.089332726	SM
AT1G23490	0.429614965	GM	0.434822888	0.122371143	SM
AT1G72970	0.560394575	GM	0.559664261	0.100732888	SM
AT2G37690	0.398039024	GM	0.400071832	0.143423305	SM
AT4G37050	0.680793891	GM	0.677540952	0.118647391	SM
AT5G55120	0.500576754	GM	0.495738721	0.074666263	SM
AT4G26200	0.409509541	GM	0.416285299	0.110887306	SM
AT3G47950	0.547734561	GM	0.549733384	0.10803145	SM
AT1G63710	0.745525163	GM	0.73890376	0.112106082	SM
AT3G10280	0.42881575	GM	0.441699818	0.131962277	SM
AT4G01970	0.409831028	GM	0.40729432	0.089872567	SM
AT5G67090	0.654722555	GM	0.647395987	0.129029419	SM
AT1G71160	0.760740645	GM	0.748454259	0.104192099	SM
AT5G02370	0.419933204	GM	0.418494974	0.082181485	SM
AT5G07200	0.908227164	GM	0.899950969	0.051006337	SM
AT4G33790	0.54332041	GM	0.541189185	0.084252078	SM
AT5G18860	0.64124002	GM	0.625786024	0.156246407	SM
AT4G13930	0.676985072	GM	0.657129566	0.170527428	SM
AT1G60470	0.560104386	GM	0.562842219	0.112530043	SM
AT5G48570	0.72855364	GM	0.725250593	0.080453689	SM
AT4G08870	0.706495481	GM	0.706136519	0.114629078	SM
AT1G66970	0.483734772	GM	0.49523933	0.100011415	SM
AT2G29590	0.424790672	GM	0.425791606	0.140832462	SM
AT5G17420	0.612225398	GM	0.61698845	0.111096067	SM
AT5G19460	0.754921274	GM	0.725653928	0.145765622	SM
AT5G45680	0.431432483	GM	0.435983007	0.116561177	SM
AT1G15210	0.711540839	GM	0.698873066	0.107198069	SM
AT1G62340	0.545837477	GM	0.560099402	0.1364083	SM
AT2G47650	0.418946947	GM	0.440595522	0.163827622	SM
AT1G51760	0.461071755	GM	0.47031393	0.142266713	SM
AT4G17530	0.458558907	GM	0.473295691	0.131498473	SM
AT1G02400	0.923823828	GM	0.906617474	0.065950466	SM
AT5G59810	0.600409269	GM	0.604276249	0.135567899	SM
AT1G01480	0.442833712	GM	0.448010843	0.119623256	SM
AT4G21200	0.779181736	GM	0.77669727	0.10654994	SM
AT2G21280	0.391829055	GM	0.40527316	0.100898354	SM
AT5G13320	0.712972543	GM	0.709408411	0.101386251	SM
AT1G69500	0.673145682	GM	0.670160026	0.107241368	SM
AT1G65980	0.185391657	SM	0.19428989	0.058936625	GM
AT4G36250	0.356816124	SM	0.364661293	0.11125709	GM
AT4G36360	0.27642181	SM	0.288705657	0.078197704	GM
AT1G10070	0.376627331	SM	0.382490395	0.104612778	GM
AT3G01310	0.144115247	SM	0.150870877	0.039779247	GM
AT4G39970	0.180191821	SM	0.188311766	0.064232071	GM
AT2G37790	0.310691097	SM	0.325632005	0.128394518	GM
AT5G03630	0.259710772	SM	0.277128384	0.077674871	GM
AT2G36290	0.21039493	SM	0.214523191	0.079041849	GM
AT4G02520	0.302981337	SM	0.33792997	0.160569797	GM
AT5G58730	0.158658288	SM	0.173255063	0.064942721	GM
AT3G59050	0.176309179	SM	0.188446796	0.066396427	GM
AT5G42810	0.22034578	SM	0.22260515	0.058771883	GM
AT1G03980	0.289954	SM	0.289007449	0.073449527	GM
AT5G13930	0.393227249	SM	0.398701633	0.073123932	GM
AT4G30210	0.238724493	SM	0.243897373	0.053707281	GM
AT4G34850	0.369679184	SM	0.369729001	0.100940052	GM
AT2G02400	0.288924919	SM	0.302658606	0.09863593	GM
AT2G26310	0.237439625	SM	0.274039684	0.163514233	GM
AT4G24520	0.205154306	SM	0.20894327	0.049946781	GM
AT5G07830	0.339827238	SM	0.351770825	0.094172782	GM
AT1G72640	0.250747128	SM	0.285915471	0.170327752	GM
AT3G49680	0.171926092	SM	0.17270491	0.051309052	GM
AT2G43980	0.203091118	SM	0.211461269	0.070500782	GM
AT3G48000	0.224621982	SM	0.237595581	0.106976015	GM
AT4G39230	0.385605813	SM	0.391558705	0.076336199	GM
AT1G21440	0.265196696	SM	0.268032926	0.091523111	GM
AT4G14940	0.330598504	SM	0.330782039	0.094443236	GM
AT1G10060	0.309056486	SM	0.324286014	0.083249674	GM
AT5G48100	0.275873621	SM	0.302485898	0.138259409	GM
AT4G08170	0.139989743	SM	0.146904164	0.048159616	GM
AT5G42150	0.183072217	SM	0.190385736	0.058256025	GM
AT5G65780	0.253627476	SM	0.275872718	0.09560547	GM
AT5G41210	0.494579108	SM	0.504673726	0.114831708	SM
AT5G57220	0.90673907	SM	0.901893878	0.047458109	SM
AT1G66280	0.918894131	SM	0.894074593	0.063907237	SM
AT3G21800	0.968285281	SM	0.963166765	0.024221436	SM
AT4G27260	0.604745309	SM	0.603722292	0.110563488	SM
AT1G62560	0.820498639	SM	0.815818171	0.07381119	SM
AT2G29450	0.946827729	SM	0.937038691	0.0351754	SM
AT1G27130	0.953697787	SM	0.942934375	0.033222042	SM
AT2G29440	0.931481517	SM	0.919791142	0.050213113	SM
AT4G37410	0.95861659	SM	0.94843589	0.037481317	SM
AT1G44170	0.760814606	SM	0.76245505	0.089345971	SM
AT5G05270	0.456532945	SM	0.457965455	0.081129391	SM
AT3G53280	0.910465235	SM	0.903106071	0.056574205	SM
AT4G34240	0.676410819	SM	0.689629717	0.108582078	SM
AT5G16980	0.823309115	SM	0.817673909	0.074171833	SM
AT1G50520	0.920551525	SM	0.909027839	0.046432315	SM
AT2G29750	0.933180909	SM	0.911563482	0.072405365	SM
AT1G07260	0.927726659	SM	0.920554448	0.046684473	SM
AT2G30140	0.955859328	SM	0.948175473	0.030710269	SM
AT2G30490	0.554522145	SM	0.558270193	0.09723515	SM
AT3G46650	0.933005027	SM	0.923325816	0.047778364	SM
AT1G30400	0.805538691	SM	0.790677055	0.074193046	SM
AT1G07250	0.910226454	SM	0.908092938	0.046914926	SM
AT1G18590	0.820611813	SM	0.81909491	0.063076855	SM
AT1G61720	0.673493659	SM	0.662005632	0.105759707	SM
AT5G66390	0.763873298	SM	0.762204135	0.093178776	SM
AT4G16330	0.434257439	SM	0.437333582	0.105280411	SM
AT1G01420	0.893419375	SM	0.883420347	0.065484191	SM
AT1G47600	0.522275364	SM	0.534996626	0.142433178	SM
AT3G46670	0.909210552	SM	0.897674598	0.055049523	SM
AT2G15480	0.962488541	SM	0.954088887	0.037817482	SM
AT3G30290	0.7596404	SM	0.734680952	0.121342773	SM
AT3G55120	0.552829679	SM	0.54914317	0.07494667	SM
AT4G15280	0.931519684	SM	0.921684516	0.049336444	SM
AT3G29590	0.724607196	SM	0.724421453	0.115122924	SM
AT2G29740	0.979335171	SM	0.970031187	0.032685119	SM
AT1G02930	0.790985852	SM	0.783733239	0.100004623	SM
AT1G01390	0.910884405	SM	0.901804258	0.059971199	SM
AT2G46660	0.865703756	SM	0.847743957	0.07283166	SM
AT1G10370	0.914331605	SM	0.904186723	0.046732449	SM
AT3G61220	0.490757742	SM	0.485423881	0.09315765	SM
AT3G16520	0.573735112	SM	0.573406246	0.116131993	SM
AT2G26480	0.915493007	SM	0.904021908	0.052985952	SM
AT4G34230	0.567171835	SM	0.570493888	0.104309282	SM
AT1G75280	0.434230124	SM	0.43918334	0.114552913	SM
AT2G41480	0.720518765	SM	0.713253847	0.13523443	SM
AT3G51240	0.846579203	SM	0.8428164	0.062966008	SM
AT5G05600	0.848736831	SM	0.836509931	0.07380953	SM
AT1G17260	0.66624563	SM	0.666683492	0.104930599	SM
AT5G25980	0.630403744	SM	0.631822912	0.12591558	SM
AT1G02940	0.832395045	SM	0.820849541	0.066442766	SM
AT2G29730	0.733647439	SM	0.710158915	0.1504673	SM
AT4G01070	0.903581278	SM	0.896732221	0.05443194	SM
AT2G37770	0.549625285	SM	0.549690652	0.099225315	SM
AT1G05680	0.925048029	SM	0.912945945	0.048569675	SM
AT4G37400	0.893917306	SM	0.886327922	0.063754451	SM
AT2G24190	0.541541772	SM	0.552210378	0.116772741	SM
AT2G47730	0.495822717	SM	0.501129122	0.098355813	SM
AT1G54100	0.474988355	SM	0.481140085	0.092770759	SM
AT1G16400	0.659042456	SM	0.651467634	0.148046347	SM
AT3G62750	0.626783277	SM	0.619039028	0.12674523	SM
AT1G74550	0.872149834	SM	0.869327922	0.067406275	SM
AT5G54010	0.882655661	SM	0.861696156	0.091095343	SM
AT1G75900	0.889351255	SM	0.878492762	0.062639698	SM
AT3G20140	0.946858014	SM	0.935181166	0.042551882	SM
